customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerFeedback,MonthlyIncome
8348-JLBUG,Male,1,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),80.3,5017.7,No,"I have been a loyal customer with this company for over five years now, and I have never had any issues with my service. The fiber optic internet is fast and reliable, and I have never experienced any outages. The monthly charges are reasonable at $80.3, and I appreciate the convenience of the automatic credit card payment method. Overall, I am very satisfied with my service and would highly recommend this company to others.",7159
4951-UKAAQ,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,null,Yes,"I recently decided to cancel my fiber optic internet service after 4 months of being a customer. While the internet speed and reliability were top-notch, I found the monthly charges of $88.95 to be too expensive for my budget. Additionally, I prefer the flexibility of month-to-month contracts, but I found the payment method of electronic check to be inconvenient. Overall, I was satisfied with the service itself, but the pricing and payment options ultimately led me to churn.",1323
1157-BQCUW,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,Yes,"I recently signed up for the fiber optic internet service with this provider and unfortunately had to churn after only 1 month. The monthly charges of $74.95 were reasonable, but I had issues with the reliability of the service. The internet connection would frequently drop out, causing frustration and inconvenience. Additionally, I found the payment method of electronic check to be less convenient than other options available. Overall, I was disappointed with my experience and ultimately had to switch to a different provider for a more reliable internet connection.",4300
3911-RSNHI,Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,No,I have been a customer with this company for over 6 years now and I am very satisfied with the service they provide. The monthly charges are reasonable and I appreciate the convenience of automatic credit card payments. The DSL internet service has been reliable and meets my needs. I have no plans to switch providers anytime soon.,2850
3269-ATYWD,Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,Yes,"I have been a customer with this fiber optic internet service provider for 39 months on a month-to-month contract with automatic bank transfer payments of $95.65 per month. Unfortunately, I have decided to churn and switch to a different provider. While the service itself was reliable and fast, I found that the monthly charges were becoming too expensive for the value I was receiving. I would have preferred more affordable pricing options or loyalty discounts for long-term customers like myself. Overall, I had a positive experience with the internet service itself, but the pricing ultimately led me to cancel my subscription.",3565
1984-FCOWB,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.5,7674.55,Yes,"I have been a customer with this company for over 5 years now, and I have always been satisfied with the service they provide. However, recently I have decided to churn as I found a better deal with another provider. I have been on a one-year contract with monthly charges of $109.5 for fiber optic internet service. I have always paid through electronic check, which was convenient for me. Overall, I have had a positive experience with this company but decided to switch due to better pricing options available elsewhere.",6640
3863-IUBJR,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),53.65,696.35,Yes,"I recently decided to cancel my DSL internet service after being with the provider for 12 months. The monthly charges of $53.65 were reasonable, but I ultimately decided to switch to a different provider for better speeds and reliability. The automatic credit card payment method was convenient and never had any issues with billing. Overall, I had a decent experience with the provider but decided to move on for better service.",5045
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,"I have been a customer with this company for 23 months now and have been extremely satisfied with the service. The fiber optic internet is fast and reliable, and I have had no issues with connectivity. The automatic bank transfer payment method is convenient and hassle-free. The monthly charges of $75 are reasonable for the quality of service provided. Overall, I have had a positive experience and would highly recommend this company to others.",2742
2320-TZRRH,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,No,"I've been a customer for 20 months now and I have to say I am very satisfied with the service provided. The monthly charges are very reasonable at $19.5 and I appreciate the option to pay with a mailed check. Even though I don't have internet service through this provider, I have had no issues with the service or billing. I am happy to say that I have no plans to churn in the near future. Overall, a positive experience with this company.",3577
9992-RRAMN,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.1,1873.7,Yes,"I recently decided to cancel my service after being with the company for 22 months on a month-to-month contract. The monthly charges of $85.1 for fiber optic internet were reasonable, but I found a better deal with another provider. I appreciated the convenience of paying with an electronic check, but ultimately, the cost savings with the new provider outweighed the benefits of staying with my current service. Overall, I had a positive experience with the company and would recommend them to others, but ultimately had to make a decision based on my budget.",6276
4881-GQJTW,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.6,300.4,No,"I have been a customer with this company for 14 months now and I have been very satisfied with their service. The monthly charges are very reasonable at $19.6 and I appreciate the convenience of automatic credit card payments. Even though I do not have internet service with them, I have had no issues with their billing or customer service. Overall, I am happy with my experience and have no complaints.",5368
2476-YGEFM,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.0,2215.25,No,"I have been a customer of this fiber optic internet service provider for 29 months now and I must say I am extremely satisfied with the service. The speed and reliability of the internet connection has been top-notch and I have had no issues with connectivity or downtime. The automatic credit card payment method makes it convenient for me to pay my monthly bill without having to worry about missing a payment. The monthly charge of $76.0 is reasonable for the quality of service I receive. Overall, I have no complaints and would highly recommend this provider to others.",3024
