customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerFeedback,MonthlyIncome
6360-SVNWV,Female,1,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.55,2094.65,"I have been a customer with this company for over 2 and a half years and have been extremely satisfied with their fiber optic internet service. The reliability and speed of the connection have been consistently outstanding. The monthly charges are fair and reasonable for the quality of service provided. I appreciate the convenience of automatic credit card payments, which makes it easy to manage my account. Overall, I have had a positive experience and would highly recommend this company to others.",5859
6586-MYGKD,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),76.95,5289.8,"I have been a loyal customer with this internet service provider for over 5 years now and I am extremely satisfied with the service I have received. The DSL internet service has been reliable and consistent, with very few outages or disruptions. The automatic credit card payment method is convenient and hassle-free. Although the monthly charges are a bit on the higher side at $76.95, I believe the quality of service justifies the cost. Overall, I have no complaints and would highly recommend this provider to others.",7385
7665-TOALD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,"I recently signed up for the fiber optic internet service with a month-to-month contract and unfortunately had to cancel after only one month. The internet speed and reliability were good during my short tenure, but I found a better deal with another provider. The monthly charges of $69.6 were reasonable for the service provided. I appreciated the convenience of paying with electronic check. Overall, I had a positive experience with the service, but ultimately had to cancel due to finding a better offer elsewhere.",4028
4913-EHYUI,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,"""I have been a customer with this company for over four and a half years, utilizing their fiber optic internet service on a one-year contract. The service itself is reliable and fast, however, I recently decided to churn due to the increasing monthly charges. At $104.55 per month, the cost became too high for me to justify continuing with the service. The automatic bank transfer payment method was convenient and hassle-free. Overall, I had a positive experience with the internet service itself, but the pricing ultimately led me to seek alternatives.""",3926
2408-WITXK,Female,1,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,329.8,"""I recently decided to cancel my service after being a customer for 10 months. While the monthly charges were affordable at $34.7, I found the DSL internet service to be unreliable and slow. Additionally, the payment method of electronic check was convenient, but I ultimately decided to switch providers for better internet speeds and reliability. Overall, I was not satisfied with the service and chose to churn.""",1597
0306-JAELE,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,"I recently switched to this fiber optic internet service provider about 5 months ago on a month-to-month contract. While the internet service itself was reliable and fast, I ultimately decided to churn due to the high monthly charges of $96.1. I found a more affordable option with similar speeds, so I decided to switch providers. The convenience of paying with an electronic check was a nice feature, but ultimately the cost was the deciding factor for me to leave.",5267
3966-HRMZA,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,"I have been a customer with this company for 3 months now and I am really happy with the fiber optic internet service I am receiving. The connection is fast and reliable, and I have had no issues with downtime or interruptions. The monthly charges of $75.05 are reasonable for the quality of service I am receiving. The only downside for me is that I have to pay by mailing a check, which can be a bit inconvenient. Overall, I am satisfied with my experience so far and have no plans to churn.",4447
2675-IJRGJ,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,978.0,"I have been a customer with this company for over four years now and I have been extremely satisfied with the service. The automatic bank transfer payment method is convenient and hassle-free. Although I do not have internet service through this company, the monthly charges for the other services I do have are very reasonable at $19.65. I have not experienced any issues with billing or service interruptions during my 53 months as a customer. Overall, I would highly recommend this company to others.",9528
0867-LDTTC,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,"I have been a customer with this DSL internet service provider for 5 months now and I am very satisfied with the service. The monthly charges of $75.15 are fair and the automatic bank transfer payment method makes it convenient for me to pay my bill on time. The internet connection has been reliable and I have experienced no issues with downtime. Overall, I am happy with my service and have no plans to switch providers.",1222
5651-WYIPH,Female,1,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,865.75,"I have been a customer with this internet service provider for 18 months now and have been on a month-to-month contract with automatic credit card payments. I have had no issues with churn and have been satisfied with the service provided. The monthly charges of $49.85 are reasonable for the DSL internet service I receive. Overall, I am happy with my experience and would recommend this provider to others.",3122
0570-BFQHT,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,"I have been a customer with this company for 9 months now and I am very satisfied with their fiber optic internet service. The speed and reliability have been excellent and I have had no issues with downtime. The monthly charge of $80.55 is reasonable for the quality of service I am receiving. I appreciate the convenience of paying with electronic check. Overall, I am happy with my experience and have no intention of churning.",5003
7861-UVUFT,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,1308.4,"I recently had to cancel my service with this provider after being with them for 15 months on a month-to-month contract. The monthly charges of $84.3 were reasonable for the fiber optic internet service I received. However, I ultimately decided to switch to a different provider due to personal reasons. The payment method of electronic check was convenient and hassle-free. Overall, I had a positive experience with this provider during my time with them.",1012
